Author,Text,Rating,NormalizedRating
Patrick DuPlessis,Visited the lounge  times in July. Not a bad facility - not the best but serves its purpose. Gets really crowded in the peak morning departure times but quiet at other periods. Staff quite friendly but not much chat with customers. A fair choice of hot and cold food but needs to be improved to match airlines such as Malaysia Cathay Singapore etc. Small smoking room area nice bar area at one end and  internet terminals = wifi not working when I visited the lounge. Washrooms very basic and the  shower room was so unpresentable that I preferred not to use it! Not bad for Garuda but they could so much better!,3,-0.232618709
W Nainggolan,Garuda Indonesia executive lounge is the biggest lounge facility at Soekarno-Hatta Airport. Located in Terminal E-F the lounge occupies an area of .m comprising a sq m domestic executive lounge with a seating capacity of  seats and a sq m international executive lounge of  seats. The new lounge offers an array of facilities - fully-equipped business center with meeting rooms and IT support a quiet room a refreshment area with shower nursery a luggage area and praying room. As opposed to existing lounges that cater to credit card holders the new lounge is reserved exclusively for the comfort of Garuda Indonesia's Business Class passengers and Garuda Frequent Flyer (GFF) Gold and Platinum card members or Executive Card Plus members.,4,0.550519389
F Weeren,Expensive is the first thing that comes to mind if you are not a member of Gulf Air's Golden Falcon FF program. The lounge charges access in chunks of  hours each and when you have a . and a  hour layover as I did that adds up. Sleeper seats at one end of the lounge but the lights have been positioned so as to shine directly into one's eyes and Gulf Air has to discover the concept of eye shades whether on their aircraft or here. The lounge does provide blankets and there is also a shower available to freshen up. While you will be told at check in that flights are not called the reverse is true - some flights are called (very disturbing to sleep when there are no earplugs available!) on a very odd seemingly random basis. The desk staff is obliging while service staff in the lounge tries to be unobtrusive but fails miserably clattering dishes and glassware making a lot of noise when replenishing food and drink etc.,3,-0.232618709
T Summerhayes,The Gulf Air lounge allows a 'pay per visit' for any traveller. I needed good wi-fi and some good breakfast. I paid Â£GBP each for the two of us. Very friendly staff and club lounge was immaculate with fast wi-fi. However at about .am the remains of what was breakfast was cold and congealed at the self service food bar. I asked in the form of a complaint about the state of the breakfast bar. I was offered a fresh coffee (very good) by one of the girls and told that when the chef returned from his break that he would prepare us some breakfast. This he did. We were offered a plain omelette or some 'fresh' frittata. We opted for the frittata. Two small slices each with no accompaniment. Very disappointing and not worth the money we had paid. Even with the wi-fi and a total of  coffees GBP was a lot to pay. Will not be going there again.,3,-0.232618709
Kim Thomsen,A nice little lounge located next to gate  in Terminal . Greeting was friendly and professional. Great views over the southern runway and the stands outside. Food and drink selection was very good but cannot quite compete with the Qatar Airways lounge. Small terminals with movies and series placed at most tables for entertainment.  Mac terminals with internet access if you have forgotten your computer and WiFi is available in the lounge as well. Very nice restrooms with showers if required.,5,1.333657488
Val Becque,Situated overlooking the tarmac the lounge is large and airy with an adjoining self service food area. The central bar has a full selection of drinks including fizz. Full selection of newspapers WiFi and smart toilets and showers. Loads of seats including a section overlooking the aircraft. Because of T layout it is still a - minute walk to your gate even though you can see it from the lounge. Ours was a morning visit and there was a wide selection of hot breakfast food on offer. Well staffed this is a good lounge.,4,0.550519389
M Bertram,Impressed by spacious and modern lounge in Bahrain airport. The seats were comfortable and able to get a view airside so we could watch the planes coming and going. The food was quite tasty and there was a reasonable selection.,4,0.550519389
B Rippingale,Used this lounge travelling with SriLankan Airlines. Very nice lounge which was refurbished and of good quality. Good selection of food and drinks. Staff were attentive. Showers were locked even though nobody using them not sure if this was because we were not Gulf air passengers. Toilets were clean. Wifi and computers available and seating including some comfortable chairs sofas and quiet rooms.,5,1.333657488
R Clarke,Clean bright lounge with a nice relaxing ambience with good food and nice selection of drinks. Great to use clean toilets and the staff very pleasant to talk and interact with. Internet was good as was the Wi-Fi. Gets a little crowded at night time though.,5,1.333657488
N Siotto,Excellent seating variety (it's possible to order a quiet room at an extra cost of  BHD). There's a good variety of hot food. It has a good selection of drinks and a espresso machine. Armchair equipped with a portable screen to watch a selection of movies. There's a family room with toys and a separate one for children and teens with XBOX stations. Free WI-FI. Clean toilets and courteous staff.,5,1.333657488
Dave Houlihan,What a contrast to their own lounge in Bahrain was fantastic on the outbound. They use a Service lounge used by number of airlines dark gloomy depressing. wireless involved sending your personal details and then a text to some number and after  tries never worked. Gave up in the end no alcoholic beverages at all. Some hot food but looked like it had been deep fried to its death and was verging on carbon. Staff smiling which is the great thing about Indian people always helpful and courteous. My Advice don't get to the airport to early and save hanging out in this lounge.,2,-1.015756808
P Sims,Very comfortable with good selection of food and drink. Overlooking runway all down main side of lounge.,5,1.333657488
G Becque,Excellent lounge overlooking the departure gate. Very welcoming with good selection of food and drink and a good variety of seating options. Nice bathrooms. Friendly staff and good service.,4,0.550519389
Russell Sheppard,Plenty of space and comfortable seating on the evening I was there. The choice of quality foods impressed me. Staff attentive and offer to serve at your seat. Internet available to use and plenty of terminals available. Shower and bathroom amenities clean and available.,4,0.550519389
P Edwards,"Awful horrible plastic cafe sort of place used now by Gulf Air following their move from Terminal  to Terminal . Was packed everything involved a queue (e.g.  minutes to enter
Pam Williams,Comfortable lounge with darkened sleeping area at one end. Selection of food limited but tasty. Not self-service. You choose what you want and it is prepared and brought to you.Staff only too pleased to do whatever they can for you. Reasonable selection of drinks. Internet available in  minute blocks (but I went back for several without a problem). Ejected at  hrs as final Airport Security check closes shortly after this.,4,0.5505193893044773
Pam Williams,A wonderful haven of peace and quiet. Helpful staff opened early to accomodate us as flight in was very late. Plenty of space wide selection of food and drink. Very good showers with nice towels provided,5,1.3336574878175844
G Becque,This is a haven of peace at T and certainly one of the best lounges at Heathrow. Although small it has a calm feeling and has full facilities including full bar with good fizz and tasty snacks. Full internet for those who need to work or perhaps relax under the drapes awaiting your call to board. Gulf will lay on a buggy on request and also you are encouraged not to go to the gate until called from the lounge so you can board last. Look forward to trying the * lounge at BAH and the soon to be refurbished Gulf lounge at MCT,4,0.5505193893044773
G Becque,GF lounge at BAH is the best I have encountered. From being met at the reception desk by the most courteous staff to being escorted to your gate if requested by the most profesional staff it is a truly enjoyable experience. Computers free wifi a huge choice of food from hot snacks to sandwiches drinks from the finest champagne to sodas. Staff will also pack you a lunch box for a long haul flight if requested - in this lounge you dont have to ask for anything as everything is offered. The lounge has an Arabian theme which is very comfortable. People often wonder what they are paying for with business and first class prices apart from the wonderful service offered on their flights this * star treatment in the lounge would put alot of * hotels to shame.,5,1.3336574878175844
Joel Chusid,New spacious lounge with comfortable chairs and sofas. A special area with massage chairs and TVs. Pod chairs. A business area with PCs. Plenty of outlets and flat screen TVs everywhere. Snacks hot (soup dim sum) and cold (salads sandwiches) and a variety of beverages are available with a central self-service counter international magazines and newspapers. Showers and clean restrooms. Toilets are high tech! WiFi works well. Flights are announced. Separate security checkpoint for first and business class and elite members provides entrance to the lounge which has direct access to gates. English proficiency of some staff was limited.,5,1.3336574878175844
M Boeschter,A quite small lounge and in need of upgrading. Staff very pleasant and friendly reasonable choice of hot food at meal times. Quite crowded when I visited and no internet access working properly.,4,0.5505193893044773
Brett Kero,The lounge has undergone renovation to make it cleaner and a better layout. For frequent flyers it's a good lounge wife coffee soft drinks and packet nibbles for first or business it's not a good",,
lounge. No cocktails or hot food any sort of meals. Hawaiian would do better enticing more business and first class if they made a lounge for those classes as well as keeping their frequent flyer lounge. At Honolulu airport you are limited to lounge use. I'm a sapphire one world and no lounges available.,,,
",4,0.5505193893044773
T Jacobs,Furniture appears to be from the mid s. Not comfortable. No private toilets. Has a soda dispenser and a few coffee thermoses. No TV showing flight status. There appears to be a desk for an attendant but no staff was seen for the two hours we were there. There is free WiFi but that's about the only reason to visit this lounge. It's worth noting however that the WiFi login page's certificate was expired.,2,-1.0157568077217367
W Bleeker,The lounge itself is clean and well maintained. Seats are comfortable and it provides a respite from the noise of the rest of the terminals. The lounge falls short on catering miserably. People who pay premium prices for first/business class service or for Premier/Pualani Gold/Platinum memberships deserve far more than juice packets pretzels and coffee which they receive in coach class flights. Especially when other airline club lounges offer much more in varieties of foods like pastries fruits hot/cold foods beverages including alcoholic beverages. Hawaiian should work on this.,3,-0.23261870920862976
M Barry,This has to go down as the worst airline lounge I have been in. The air was thick with the smell of stale cigarette smoke it is a non smoking lounge. There is no food on offer not even a cracker and signs everywhere stating outside food is not allowed in lounge - offer some food if you don't want guests bringing it in. Coffee soda and juice are the items on offer. Very poor for a Business lounge Hawaiian Airlines should be ashamed.,3,-0.23261870920862976
W Bleeker,Truly pathetic no food  no alcohol? Coffee and soft drinks ? Extremely lame by world standards. One would think they would improve their offering considering what their partners like Qantas offer.,2,-1.0157568077217367
W MacLean,Very basic and rather poor. Only juices tea and coffee. No food. Seats are rather uncomfortable. We only used the Wi-fi and then went elsewhere to have a drink and something to eat. Not good and no private washrooms.,2,-1.0157568077217367
Mat Radford,Pleasant enough space but very very basic. One TV. Juice soft drinks tea coffee & inflight bags of pretzels. No alcohol or other food. They're not licensed! There is free wifi - which is pretty quick.,3,-0.23261870920862976
Francis Wong,A very impressive lounge located near gate  with a clear view of the runway. The variety of food and drinks offered is amazing, staff are very friendly and helpful. Plenty of room to lounge about, computers and printers available. There is also an area where you can take a quite nap which is dimly lit and away from the crowd. It is worth mentioning that some dishes are available by ordering, they make fresh for you, a very nice touch indeed."",6,2.1167955863306913",,,
M Carrick,Quite a nice rather small lounge positioned one level down from the main gate area. Staff were very nice and friendly when I visited and offered help for everything. Good selection of hot and cold food and wide choice of beverages wine etc. Managed to find newspapers ands magazines that I like found a comfortable sleep and relaxed for  hours. Lacking of shower facilities but I guess there is no room to offer this in the facility looking at the size. For a small airline I thought this was a great lounge overall - and it was staff service that was so nice.,4,0.550519389
F Vedrenne,"I really loved this lounge as it was very well lit and provided wonderful views of the airport, and is big and spacious. There were many different areas for different purposes : eating areas (with wonderful food), sleeping areas which had dim lighting and chez-longues, showers, TV areas, and sitting areas. Wifi was provided free of charge, and service was non-intrusive.",6,2.116795586
G Tomas,Using this lounge for  hours last Dec st and only a hot soup type thing and no other hot food. Dried sandwiches chips and some sodas and a lot of alcoholic beverage. I'm sorry what can my family One of the poorest vip lounges I've visited. Dirty bathrooms and no amenities. Rude staff. BA - why do you bother with this lounge?,2,-1.015756808
D Chamberlain,Used this lounge as BA passenger. Really much improved my last visit here in May. The food was plentiful and of good quality the wine selection improved and the cleaning service coped well with a busy lounge. The dramatic improvement in internet is also noteworthy - no longer the inappropriate scratchcard system and now good quality wifi to which you can connect direct. Helpful staff and wonderful views. Excellent - well done on the improvements.,4,0.550519389
Michael Davies,A really nice lounge. Good view over the apron and runway. Plenty of seats - I was there mid morning. The food was excellent. Hot breakfast items still being served Well stocked bar with beer wine and spirits. An excellent coffer machine. Despite being a Spanish lounge in a Spanish city there were plenty of English language newspapers despite what other miserable people had previously stated. Some people should take a chill pill or get back to the public area. Timely flight announcements made allowing a relaxed short walk to the gate and straight onto the plane. Staff very friendly. A great experience.,5,1.333657488
R Vines,The lounge is large and quite good. The food and drink are acceptable. The absence of English-language newspapers is unacceptable.,3,-0.232618709
R Vines,"The lounge is OK but the food and drink in the passenger terminal are infinitely better. I'd rather pay for the ceviche and pisco sours outside the lounge than sample the ""hospitality"" within. I realize that BA and Iberia operate separately within the IAG but reputational damage is shared.",2,-1.015756808
H Rowe,Iberia only has business class (not first) and this is a really good lounge. Even though it was late morning and well after the peak breakfast period (but nowhere near the Spanish lunch hour either) there was a nice buffet that including Spanish omelettes smoked salmon assorted breads and pastries and fruit/veggies/salad. The beverage area was well stocked: everything from soda to tomato juice to wine. I don't believe they offered a selection of liquors but they had a lot of wine and beer options. The space is open and inviting bathrooms were very nice and immaculately clean. My only criticism is that despite the open layout and good amount of space actual seating was hard to come by. That lounge is busy and there really aren't enough seats.,5,1.333657488
A Simon,This lounge is located in the satellite part of terminal  where most long haul Iberia flights and a few other carriers such as British Airways (the airline I flew in this case). You can access this lounge if you are in business or first class on Iberia or another oneworld airline or have oneworld emerald or sapphire status through your frequent flyer program. So though it seems many can access this lounge it is not a problem as the lounge is needlessly large with two symmetrical wings accommodating many at a time. Overall this lounge was fantastic as it was very spacious and comfortable with areas to eat work relax and even a separate sleeping room with privacy dividers. The bar was well stocked and contrary to the Sala Dali lounge I used in the main terminal  this had a well stocked buffet with many different options. However I did not like that in this lounge you must ask for Internet cards from the staff at the reception where you scratch off and enter a c ode that you enter in your device. This would be okay but it only last  minutes before you need to repeat the process. That being said the Internet speed is very fast. The staff did a good job keeping the food and drink well stocked and the whole area well kept but while they got the job done they didn't seem as though they really wanted to be there. Overall this is definetly a nice place to spend some time before a flight and if I was eligible to use the lounge again I would definetly take the time to do so.,4,0.550519389
Roger Tilling,This is much bigger than the Velazquez Lounge at Madrid. It is quieter as well. There are superb areas offering wine and spirits as well basic sandwiches salads nuts crisps smoothies coffees teas milkshakes and juices. Plenty of newspapers and magazines (but it doesn't cater for English-speaking passengers in that category). There are internet terminals but they didn't seem to allow me to 'send' a message from them. Overall extremely impressive - if you had several hours between flights you would be comfortable here. There are just enough distractions and curiosities to pass the time in comfort!,5,1.333657488
Roger Tilling,The lounge is easy to find despite the enormity of Madrid TS. Once inside it is airy and spacious. There are shower facilities. The catering is very extensive - pasta salads meats sandwiches pre- packed salad meals olives nuts and crisps. It caters for short and long haul alike whatever the time between flights. There is a comprehensive range of wines spirits and soft drinks and very good coffee. There is also a separate restaurant for travellers on a night flight so that they can eat before their flight. The acoustics tend to echo a little but very good.,4,0.550519389
R Baldwin,Flew LHR-MAD-BOG: Saturday night connection through Madrid on  November. Lounge completely rammed no seats apart from a bar stool in the TV room. Food not surprisingly expired so a selection of boring dry savoury snacks. I forgot my BlackBerry charger and there were no charging stations. No wi-if amazes me every time I pass through Madrid it's ! Not a patch on Heathrow T.,3,-0.232618709
J Phipps,To be clear there is a massive difference between the T and T South lounge so don't get them confused. T lounge is pleasant but the food and wine choice is poor. The decor is good and the toilets are trendy. Amazingly no wifi (what century are we in?). Computers seem to be powered by transistors. T South lounge great views friendly staff a wonderful red wine selection good food offering but again no wifi! Seating and general design good. For a business class lounge I would rate it /.,3,-0.232618709
M Bertoni,Lots of space many coffee points plenty of snacks relax lounges & showers are really good quality and super clean.,5,1.333657488
R Raines,Iberia lounges at MAD they have a sleeping room food and wines are respectable and Spanish the facility feels fresh and modern with some sense of design. They do however fail on one point which is that they are incredibly difficult to find the signage at MAD is terrible very confusing. Iberia staff seem to loathe English - the man who admitted me to the lounge looked pained by the act of speaking in English. This theme continued onboard in the business class cabin to LAX and no one but the purser will speak any language but Spanish - on a nonstop serving Los Angeles.,4,0.550519389
J Bacallado,Iberia offers a good quality lounge. Food service during breakfast lunch and restaurant for night flights. The rest of the day light snacks sandwiches and soft drinks/spirits. They offer a desk to try and learn about their wines of the month. The only problem no wifi only cable connection. Toilets showers in good condition. Also a rest area if you need some sleep.,4,0.550519389
G Lock,Before our outbound flight we used the lounge in TS. This was a pleasant place with several defined areas. Very light and bright with views across the airport. It was a busy time of day with many long- haul flights departing but there was plenty of room. A good selection of hot and cold food as well as drinks. The only thing I noticed lacking were the toilets - too few and not to the same standard as other OneWorld carriers. On our return we used the lounge in T. This seemed smaller but was still comfortable with a couple of unusual water features and views of the airport especially the impressive terminal roof structure. The food and beverage selection was noticeably more limited than in the TS lounge. We made use of the shower facilities which were very good apart from the fact that the hot water lasted for  minute. When I queried this the attendant informed me that the boiler was unable to cope when all  showers were working at the same time. A slight design flaw.,4,0.550519389
R Marsh,Very large lounge which spans a portion of the length of TS with great views onto the runway. Great selection of spirits wines and beverages generally. Hot and cold food (including smoked salmon) cereals fresh fruits and various nibbles. Not too busy comfy seats and internet facilities.,4,0.550519389
Rolando HernÃ¡ndez,The lounge although it has been recently renovated seems to be very small on peak periods. The staff is almost invisible. The available food depends on the time of the day but sometimes everything is empty and nobody cares. The bathrooms are very small and if you decide to go to the WC you should keep dancing all the time since the light detector will turn off the lights if there is no movement.,2,-1.015756808
Fabrizio Ferraro,I used this lounge as travelling on a BA flight. First of all It takes about half hours to arrive to the lounge as T Barajas is not a user friendly airport. The lounge is very spacious nice design fantastic view on apron and mountains the selection of food would have been decent if the trays had any food on it the wine bar would have been nice if more wine bottles were available to the public (we had to ask the staff to open a few as there were none left open). The computer area is just ok nothing much the relaxation room is perfecft for passenger who like that. There is a restaurant for intercontinental passenger but this is closed until late at night. Toilets and showers good. The reception staff was welcoming and helpful the rest of staff seemed to be very lazy.,3,-0.232618709
Jan Willem Pronk,Very quiet comfortable seating but a bit dark. Plenty of reading material OK drinks selection but no real food cookies and nuts. Secluded and not unpleasant though. No free internet access.,3,-0.232618709
James Slocombe,VIP Sala lounge again disappoints. The general condition of the lounge is still average with a large seating area and a view (albeit obscured) across the runway. Some of the furniture is worn especially the chairs in the popular locations (near the windows). The TV despite being a large LCD is never really utilised - being tucked away in a corner on channel TVEspana without sound. When I asked to hear the TV (the normal lounge lady wasn't on duty today) the new lounge staff didn't speak English so I had to convert to Spanish. My Spanish is pretty good but I do expect the airport staff - especially lounge staff - to understand English and respond to me in that language if that is the language of my choice. It didn't set us on the right footing. I was told that sound would disturb others so she couldn't change the volume. So what is the point of the TV then? I asked. I got shrugged shoulders. I expressed my displeasure and walked off for a coffee. The coffee was cold. So I went back to the lounge staff. She solved the situation by taking my coffee to the kitchen and (I assume) putting it in the microwave. The cup was too hot to hold! Despite the coffee the bar/alcoholic drinks selection is superb. Even the soft drinks shine bright - Coke without caffeine Coke zero Fanta milkshakes fruit juices etc. all being stocked among the usual collection. By far the best collection of cold drinks in one lounge I've seen. However the food is dire. In fact it could be described as peanuts. Not even an apple or a rotting banana. Nothing except peanuts and a tea-biscuit. Compare this to the Sala lounge at TFN a smaller more regional airport serving mostly national Spanish routes and Tenerife North wins hands down. They even have small sandwiches and a selection of cakes at TFN - but in LPA no!,2,-1.015756808
Natalie Edwards,A lovely lounge very spacious. Good range of food and drinks available. Wonderful views across to the mountains. Staff friendly and helpful.,4,0.550519389
N Barnsley,"Clean spacious light airy and very comfortable lounge with fantastic views across the apron and on to the snow peaked sierra. Awful catering : at .am a few ""bollos"" - sticky buns some under ripe apples and some packet canape bases but nothing on them! Where were all the delicious things that the Spanish usually do so well for breakfast/mid morning snacks
James Slocombe,A pleasant open space with comfortable chairs and amenities (washroom etc) but lacking in substance. Catering non-existent coffee cold stale biscuits no internet. Staff tried to be helpful but English poor. Altogether disappointing.,2,-1.0157568077217367
Tony Dang,What a disappointment. Used this lounge prior to my morning flight to Madrid. Staff member at the front desk hardly acknowledge you as you walked in. Food selection was extremely poor nothing more than some stale croissants and some pre packaged mini muffins. Coffee from the machine was horrible. The two computer terminals were both out of order and so were the toilets. Does anything work in this lounge? Lounge was not used much by many of the travellers despite IB having numerous flights leaving around the early morning departure time at LHR perhaps the frequent travellers knew better than to waste their time.,2,-1.0157568077217367
Roger Stone,Used the Iberia business lounge at Frankfurt for their code-share Air Nostrum flights out of Frankfurt. Nice welcome and a good selection of magazines and drinks. I cannot quite get used to the largely European practice of having most washrooms separate from the lounge. At Frankfurt this meant a long precarious walk through an area of terminal refurbishment to a fairly crummy toilet. Surely it would be a good idea to equip business lounges with washrooms! Otherwise an odd little lounge but a reasonably pleasant overall experience and a place one could work.,3,-0.23261870920862976
R Crosbie,An excellent out of the way lounge. Warm greetings from all staff including the cleaners. Lockers with a key are provided for carry on luggage which offers a hands-free exploring of the lounge itself. Plenty of selection: sandwiches smoked salmon cheeses crackers chips as well as liquors wines and beer. Soft drinks water and juices are also available. Seating is very comfortable and widely accessible washrooms are nearby and were VERY clean. Way better than Air Canada's lounge.,5,1.3336574878175844
Andrew Ward,Visited this lounge on a Sunday afternoon - almost deserted. Comfortable seating and spacious airy atmosphere. No catering to speak of and poor drinks selection. Nothing to read either. Ok place for a bit of peace and quiet but otherwise very dull.,2,-1.0157568077217367
Idat Erdener,An excellent lounge with all imaginable amenities a silent room with sleeping possibility huge space a restaurant for intercontinental passengers who can dine after  pm (which could be earlier I know Spanish people eat late but not everybody does) a wine tasting corner shower possibilities (great) separate smoking areas etc. Only wireless internet could be also free of charge.,4,0.5505193893044773
DAVID VLCEK,Yet again after visiting the Iberia Sala VIP lounge at Barcelona airport it seems that nobody works there. After arriving in the lounge tables were overflowing with all sorts of rubbish glasses were not cleared for couple of hours lounge was full of smoke. One of the fridges which was not working  months ago when I was last in this lounge was still not working this time.,2,-1.0157568077217367
M Cooper,Lounge itself is nice. However travelers should be aware that access is denied if they are arriving (even having paid in full for a business class ticket) unless their connection is the same day. This in spite of advertising that suggests otherwise. Icelandair's own """"access rules"""" website simply says traveling on Saga or Economy plus which is not the case. Icelandair will deny you arrival access. The chance for a cup of coffee internet access and a shower is not available for those not transferring same day.""",3,-0.232618709
H Pugh,The lounge is accessed via a lift from the man concourse. My flight time was :pm so I arrived after lunch. The staff were very friendly a good choice of drinks and excellent selection of cold food was available rather like a smorgasbord together with sandwiches and cakes plus chocolates. The lounge had TV's and daily worldwide newspapers. The seating was comfortable and the decor good and airy. Bathroom facilities ok. Free wifi accessed by a password provided on each table.,4,0.550519389
C Blue,Fresh lounge with good basic facilities. The light breakfast offered on my visit was more than adequate. All staff were polite and helpful. The shower a big plus in itself when traveling overnight and bathroom facilities clean and pleasant.,4,0.550519389
Mark Ackery,This lounge is one of the best I have been in. You get a locker and key to leave your luggage in if you want to sit quietly and read. Food was excellent and a great variety to choose from. Drinks were also good and lots of choice. Staff were really friendly and helpful. This lounge has lots of Icelandair pictures hung on the walls and it feels warm and inviting. Such a difference from the lounge they use in Boston.,5,1.333657488
F Wong,The lounge was fairly easy to find once past passport control. Staff very welcoming lounge is tastefully designed and overlooking the tarmac which means ample lighting and feeling of openness. Free wifi available and fast and steady. Plenty of seating. The lounge is split into two levels upper level for dining lower level for tea coffee and snacks. Very clean bathroom and shower facilities plentiful. I was disappointed with the lack of food selections some sandwiches rice beef curry and spicy bean curd dish available. Okay selection of drinks and alcohol. I was disappointed by the lack of sweets and desserts only cookies nuts and bite-size cheese available. It is obvious to see Japan Airlines is trying to cut cost.,4,0.550519389
D West,Very early departure on BA back to Heathrow. Got there about ! Watched sunrise and had some lovely strawberries. Departure delayed  mins so as we were travelling First we went next door to First lounge which opened at . Nice peaceful surroundings and a short hop to the departure gate. Very pleasant all round.,4,0.550519389
K Fong,One of the best lounges I have been in. I managed to get a hr nap in a private cubicle with a bed followed by food and drinks in the restaurant area. This was followed by a massage and nice hot shower.,5,1.333657488
P Colegate,Lounge accessed as a Qantas Club member for flight from Frankfurt to Singapore. Lounge located Pre- Security screening in Terminal D Space Frankfurt International. The Sakura Lounge is modestly large. Professionally welcomed by front desk staff. Lounge neat tidy well lit. Many seating options. for passengers travelling in groups of two four and individual travellers. Showers accessible small but functional. Towels provided. Toilets clean well maintained. A bar/ Soft drinks counter area is well stocked and with plenty of options. A small sign points to the 'Buffet' area. A small counter with two bowls one of cubed fetta cheese and olives. A small buffet hatch contained multiple small sandwiches of meats and cheeses. Modest. Cups glasses plates & attire quickly cleaned by a group of kitchen attendants. Flight information discreetly but well displayed in multiple areas of lounge. Announcements discreet and audible. Plenty of news papers in Japanese German and English. Light & airy well laid out professional staff. Furnishings looking slightly worn.,4,0.550519389
F Hasek,Great little lounge extremely polite helpful staff good drink selection. Spa and shower are good and functional.,5,1.333657488
Robert Hoey,This is the worst business class lounge I have ever been in. The drink selection is poor and only a few cookies for food. It is extremely small and the no smoking area wreaked of smoke. It is more comfortable sitting at the gate. At least by the gate you aren't subjected to second hand smoke.,2,-1.015756808
R Pearce,Flew Qantas San Francisco to Sydney. Apparently Qantas uses the JAL lounge rather than the BA for some reason. The Lounge was absolutely packed very small rooms little to eat or drink apart from chips. It was so depressing that I had to leave. Minimal staff not helpful. Very disappointing when a hr+ flight is ahead of you!,3,-0.232618709
Y Ren,Two first class lounge at Terminal  easy to find dinning area but no restaurant service. Quality of food okay but not outstanding mainly Japanese food. good range of drinks. Staff tried to speak English but really difficult to understand. Wifi service and wired computer available. Spa services only have massage for  minutes.,4,0.550519389
Bill Atkins,Very small but a haven of peace as they restrict it only To First Class passengers much to the annoyance of OneWorld Emerald members. Food offering poor and no champagne but polite service and free internet.,4,0.550519389
Bill Atkins,Although crowded at peak times this is a wonderful lounge. Very friendly and polite staff always looking to help. Great choice of Japanese and Western food and drinks. Only criticism would be small number of restrooms for such a big facility.,5,1.333657488
John Estrada,Beautiful lounge with spa like shower rooms available. Complimentary massage was just the topping on the cake. Plentiful buffet and open bar (believe there's a bartender in the afternoon). All staff was absolutely gracious and accomodating. It seemed to be extremely crowded in the morning as we were unable to find two lounge chairs together.,4,0.550519389
Brian Smith,This lounge is for business class premium economy class and their premier class passengers. The first class passengers have a separate one I believe. This lounge was large covering two floors. On the upper floor there is a buffet. Yes an honest to god buffet of food not just packaged snacks. Great offerings of both hot and cold dishes and plenty of seating. As always children annoy me. Why and how do they get into places like this? Their running around and screaming a real turn off.,4,0.550519389
Clive Thomas,Good view of apron - convenient for gates for intercontinental flights. Nice breakfast includig Japanese choices and eggs/sausage etc changing to lunch at  - plenty of choice fabulous beef curry! Free massages etc. Didn't feel crowded. Remarkable beer machine with automatic tilting to get perfect head.,4,0.550519389
K Losse,The lounge is somewhat small and rather crowded with business travelers. However they have a nice supply of traditional Japanese snacks (rice wrapped in seaweed for example) and a good spread of tea sodas beer and cocktails. Definitely nicer than many domestic American lounges though not luxurious.,4,0.550519389
T Kinder,Light and airy with views over the apron - a good lounge. Complimentary massage service. Range of food in service a little narrow but tasty. Self service bar coffees soft drinks etc. Enough computer and printing terminals. Separate smoking room so main lounge remains smoke free. Not as good as Malaysia's KL Business lounge.,4,0.550519389
T Kinder,Small lounge overlooking apron with just enough seating for a / full business cabin. Beverage and snack range quite small - a choice of red or white wine beer juices soft drinks and tea/coffee. For morning flight sandwiches pastries and some sushi were available. Washrooms very small with few amenities - not even a toothbrush or razor. LAN network available for laptops etc. A reasonable quiet spot away from the hubub of Sydney's international terminal shops. Disappointed that was not advised to stay in lounge but to board plane when departure was delayed  minutes due to plane's mechanical problems.,2,-1.015756808
F Trevel,Was very pleasantly surprised by the new Sakura Business Lounge in Terminal  at Narita Airport. Such an improvement over the previous one. All the necessary amenities were available including a good selection of drinks and snacks reading material and then hot foods and salad offered on an upper level. The lounge is attractively decorated open and spacious with lots of windows. The seating was comfortable and washrooms well maintained. It is one of the better business lounges I have been in over the past few years. Definitely a place you don't mind spending any number of hrs. in before a long flight.,5,1.333657488
Stephen Conroy,The new Sakura Lounge is a significant improvement on the old one. It is now equipped with truly awesome shower studios and complimentary shiatsu massage facilities. Wi-fi access is also complimentary and there is a large business corner with ample supply of desktop PC's. The mezzanine level also offers excellent hot food catering. Bar facilities offer an average choice of drinks. Seating in the lounge is very comfortable and spacious. Overall this lounge is now up to the standards of its competitors.,5,1.333657488
T IVERSEN,Air New Zealand uses JAL international lounge in Osaka. Found the lounge very basic. Very limited choice of drinks and the food was nuts and cookies! Nothing else. Seats arranged in long rows all facing the same way. Not very welcoming or relaxing. Staff essentially not present.,2,-1.015756808
L GONZALVES,This Business lounge is very small. Located on the nd floor after the immigration. In an afternoon is overcrowded and you often have to share your table with fellow passengers. Beverages selection is limited but sufficient for short inter north asia flights : coffee/tea soft drinks juices and a few alcoholic drinks (mostly beer). Food is very limited too : They have only japanese cake that are packed individually plus the nuts and cracker to match up when drinking beer. They are serving wraps from subway. I would love to have some japanese food like sushi or noodles. Lavatories are clean no shower. A separate meeting room is available plus copier machine is also available for use. Free internet access if you have your own laptop. No PC terminal available. Most of the reading materials are in Japanese.,3,-0.232618709
